timestamp,load,pressure
2020-02-14 15:53:41:884714,186.21759130434782,948
2020-02-14 15:53:42:144829,180.85820869565217,948
2020-02-14 15:53:42:403497,185.5815652173913,948
2020-02-14 15:53:42:662224,188.85537391304348,948
2020-02-14 15:53:42:921465,186.50848695652175,949
2020-02-14 15:53:43:180089,182.0710956521739,947
2020-02-14 15:53:43:439447,187.07055652173912,948
2020-02-14 15:53:43:698290,186.4887652173913,947
2020-02-14 15:53:43:955442,123.26086956521739,947
2020-02-14 15:53:44:214153,185.98586086956522,948
2020-02-14 15:53:44:472857,185.70975652173914,948
2020-02-14 15:53:44:732293,183.8164695652174,947
2020-02-14 15:53:44:990992,182.89940869565217,948
2020-02-14 15:53:45:249868,175.17341739130435,947
2020-02-14 15:53:45:508936,173.68442608695653,949
2020-02-14 15:53:45:767352,158.22751304347827,948
2020-02-14 15:53:46:025979,155.72778260869566,948
2020-02-14 15:53:46:284716,147.0798,949
2020-02-14 15:53:46:543392,147.42,947
2020-02-14 15:53:46:802176,147.29180869565218,949
2020-02-14 15:53:47:061610,144.56527826086958,947
2020-02-14 15:53:47:321205,143.03684347826086,947
2020-02-14 15:53:47:579846,147.97713913043478,949
2020-02-14 15:53:47:838462,124.64632173913043,948
2020-02-14 15:53:48:097183,128.28005217391305,947
2020-02-14 15:53:48:355594,123.26086956521739,948
2020-02-14 15:53:48:614279,144.89068695652173,948
2020-02-14 15:53:48:873032,141.15341739130434,949
2020-02-14 15:53:49:131783,140.55190434782608,948
2020-02-14 15:53:49:391221,137.53447826086958,949
2020-02-14 15:53:49:649826,136.85407826086956,948
2020-02-14 15:53:49:909495,140.4039913043478,939
2020-02-14 15:53:50:168185,149.3428695652174,947
2020-02-14 15:53:50:426609,123.26086956521739,948
2020-02-14 15:53:50:685463,151.88204347826087,949
2020-02-14 15:53:50:945434,147.44958260869566,947
2020-02-14 15:53:51:204336,138.82132173913044,948
2020-02-14 15:53:51:463084,144.0229304347826,951
2020-02-14 15:53:51:723625,141.56264347826087,948
2020-02-14 15:53:51:983465,145.06818260869565,950
2020-02-14 15:53:52:242233,143.2833652173913,948
2020-02-14 15:53:52:501538,142.62761739130434,948
2020-02-14 15:53:52:760083,147.7059652173913,948
2020-02-14 15:53:53:019443,161.01813913043478,947
2020-02-14 15:53:53:279309,164.17361739130433,951
2020-02-14 15:53:53:535596,123.26086956521739,948
2020-02-14 15:53:53:794326,163.94188695652173,948
2020-02-14 15:53:54:053036,169.05474782608695,948
2020-02-14 15:53:54:312922,171.49038260869565,957
2020-02-14 15:53:54:571624,165.99294782608695,947
2020-02-14 15:53:54:830134,166.0767652173913,947
2020-02-14 15:53:55:089593,165.29282608695652,948
2020-02-14 15:53:55:348253,167.98484347826087,947
2020-02-14 15:53:55:605582,123.26086956521739,948
2020-02-14 15:53:55:864387,169.78938260869566,948
2020-02-14 15:53:56:123083,171.66787826086957,949
2020-02-14 15:53:56:381814,172.04752173913045,948
2020-02-14 15:53:56:640505,161.23014782608695,947
2020-02-14 15:53:56:899850,168.34969565217392,948
2020-02-14 15:53:57:158482,163.54745217391303,926
2020-02-14 15:53:57:415487,123.26086956521739,935
2020-02-14 15:53:57:674283,163.863,940
2020-02-14 15:53:57:933027,172.85118260869564,954
2020-02-14 15:53:58:191733,163.87286086956522,929
2020-02-14 15:53:58:450267,171.21920869565218,983
2020-02-14 15:53:58:711145,163.27134782608695,912
2020-02-14 15:53:58:969675,163.53266086956523,956
2020-02-14 15:53:59:229647,165.87461739130435,928
2020-02-14 15:53:59:488202,165.6133043478261,931
2020-02-14 15:53:59:746933,154.1007391304348,975
2020-02-14 15:54:02:504400,157.71967826086956,912
2020-02-14 15:54:02:763160,166.90507826086957,965
2020-02-14 15:54:03:023002,169.76473043478262,909
2020-02-14 15:54:03:281758,174.51766956521737,888
2020-02-14 15:54:03:540293,175.69604347826086,816
2020-02-14 15:54:03:799798,172.85118260869564,772
2020-02-14 15:54:04:058318,177.95418260869565,740
2020-02-14 15:54:04:315439,123.26086956521739,725
2020-02-14 15:54:04:574076,175.90805217391303,708
2020-02-14 15:54:04:832860,177.49072173913044,712
2020-02-14 15:54:05:092784,174.85293913043478,709
2020-02-14 15:54:05:351609,175.06494782608695,709
2020-02-14 15:54:05:611012,173.5611652173913,706
2020-02-14 15:54:05:869639,175.56292173913045,685
