timestamp,load,pressure
2020-02-10 18:12:04:109469,278.78157391304353,950
2020-02-10 18:12:04:585630,271.4598782608696,949
2020-02-10 18:12:05:089285,-123.26086956521739,945
2020-02-10 18:12:05:603748,79.65610434782609,945
2020-02-10 18:12:05:862273,77.30428695652175,948
2020-02-10 18:12:06:120490,-123.26086956521739,955
2020-02-10 18:12:06:379202,78.94612173913045,949
2020-02-10 18:12:06:642323,-123.26086956521739,951
2020-02-10 18:12:06:899311,-123.26086956521739,946
2020-02-10 18:12:07:157941,77.86635652173915,950
2020-02-10 18:12:07:416618,75.83008695652175,949
2020-02-10 18:12:07:675978,77.53601739130436,948
2020-02-10 18:12:07:934406,77.61490434782608,949
2020-02-10 18:12:08:193750,75.98786086956521,949
2020-02-10 18:12:08:452211,76.59430434782608,949
2020-02-10 18:12:08:709229,-123.26086956521739,950
2020-02-10 18:12:08:967810,79.33069565217393,946
2020-02-10 18:12:09:226556,76.6090956521739,948
2020-02-10 18:12:09:485990,77.81705217391304,949
2020-02-10 18:12:09:745821,79.56242608695653,950
2020-02-10 18:12:10:004221,77.9600347826087,946
2020-02-10 18:12:10:263642,77.48671304347828,950
2020-02-10 18:12:10:522107,78.63550434782609,948
2020-02-10 18:12:10:780925,77.14651304347827,949
2020-02-10 18:12:13:927713,76.89013043478262,950
2020-02-10 18:12:14:186352,76.90985217391305,946
2020-02-10 18:12:14:444940,77.64941739130434,950
2020-02-10 18:12:14:703527,77.29935652173914,950
2020-02-10 18:12:14:962099,77.36345217391305,948
2020-02-10 18:12:15:220722,76.90492173913044,949
2020-02-10 18:12:15:479730,78.24106956521739,950
2020-02-10 18:12:15:740265,78.28051304347828,950
2020-02-10 18:12:15:998653,76.12098260869566,949
2020-02-10 18:12:16:256910,79.10882608695654,946
2020-02-10 18:12:16:515746,78.44814782608695,946
2020-02-10 18:12:16:775140,77.11693043478262,949
2020-02-10 18:12:17:034349,78.88695652173912,947
2020-02-10 18:12:17:293662,75.70682608695653,950
2020-02-10 18:12:17:552173,77.18102608695652,948
2020-02-10 18:12:17:810514,-123.26086956521739,950
2020-02-10 18:12:18:069123,77.91566086956523,950
2020-02-10 18:12:18:327799,76.29354782608696,949
2020-02-10 18:12:18:586433,76.40694782608695,951
2020-02-10 18:12:18:846169,75.09545217391305,950
2020-02-10 18:12:19:104955,78.70453043478263,950
2020-02-10 18:12:19:362729,-123.26086956521739,950
2020-02-10 18:12:19:622264,76.11112173913044,949
2020-02-10 18:12:19:880803,77.59518260869565,946
2020-02-10 18:12:20:139515,78.99542608695653,946
2020-02-10 18:12:20:398177,78.21641739130435,950
2020-02-10 18:12:20:656812,77.3338695652174,950
2020-02-10 18:12:20:915389,79.2666,946
2020-02-10 18:12:21:173993,77.82198260869565,947
2020-02-10 18:12:21:433556,78.42842608695652,949
2020-02-10 18:12:21:692634,77.34373043478261,950
2020-02-10 18:12:21:951564,77.06762608695654,949
2020-02-10 18:12:22:210980,77.62969565217391,945
2020-02-10 18:12:26:128274,78.42842608695652,950
2020-02-10 18:12:26:386876,79.51312173913043,945
2020-02-10 18:12:26:645623,78.01426956521739,946
2020-02-10 18:12:26:905051,75.87939130434783,950
2020-02-10 18:12:27:164336,77.68393043478262,946
2020-02-10 18:12:27:423631,78.73904347826088,946
2020-02-10 18:12:27:682149,79.2074347826087,950
2020-02-10 18:12:27:939325,-123.26086956521739,950
2020-02-10 18:12:28:198053,77.21060869565217,949
2020-02-10 18:12:28:456617,79.65610434782609,945
2020-02-10 18:12:28:715600,76.32313043478261,946
2020-02-10 18:12:28:974469,77.15637391304348,950
2020-02-10 18:12:29:232815,78.15725217391305,949
2020-02-10 18:12:29:492703,78.78341739130435,945
2020-02-10 18:12:29:749286,-123.26086956521739,950
2020-02-10 18:12:30:007914,78.45800869565217,947
2020-02-10 18:12:30:267930,76.78659130434782,945
2020-02-10 18:12:30:526471,76.58444347826087,949
2020-02-10 18:12:30:785130,78.67494782608695,950
2020-02-10 18:12:31:043637,78.03892173913043,949
2020-02-10 18:12:31:302126,78.5862,950
2020-02-10 18:12:31:563072,78.17204347826087,947
2020-02-10 18:12:31:821695,77.11693043478262,947
2020-02-10 18:12:32:079241,-123.26086956521739,947
2020-02-10 18:12:32:593393,77.96496521739131,950
2020-02-10 18:12:32:851995,76.92464347826088,951
2020-02-10 18:12:33:110759,78.62564347826087,950
2020-02-10 18:12:33:898751,75.21378260869567,944
2020-02-10 18:12:34:157449,77.35359130434783,946
2020-02-10 18:12:34:416083,75.65752173913044,948
2020-02-10 18:12:34:675590,78.31995652173914,950
2020-02-10 18:12:34:934939,76.28368695652175,945
2020-02-10 18:12:35:194145,78.2509304347826,950
2020-02-10 18:12:35:453507,76.38722608695652,945
2020-02-10 18:12:35:712122,76.74714782608696,950
2020-02-10 18:12:35:969361,-123.26086956521739,948
2020-02-10 18:12:36:227968,77.46699130434784,945
2020-02-10 18:12:36:486632,77.97975652173913,951
2020-02-10 18:12:36:745319,77.0479043478261,946
2020-02-10 18:12:37:003873,77.5656,946
2020-02-10 18:12:37:263162,75.47509565217392,949
2020-02-10 18:12:37:519331,-123.26086956521739,894
2020-02-10 18:12:37:778064,78.09315652173915,887
2020-02-10 18:12:38:036637,79.41451304347827,818
2020-02-10 18:12:38:295276,77.75788695652174,674
2020-02-10 18:12:38:553704,76.18507826086956,572
2020-02-10 18:12:38:812226,77.37331304347826,498
2020-02-10 18:12:39:070919,77.23526086956521,452
2020-02-10 18:12:39:329521,77.57546086956522,421
2020-02-10 18:12:39:590266,78.46293913043478,403
2020-02-10 18:12:39:848907,78.1917652173913,393
2020-02-10 18:12:40:107568,77.66420869565219,390
2020-02-10 18:12:40:366211,76.92957391304348,387
2020-02-10 18:12:40:624842,76.67812173913045,383
2020-02-10 18:12:40:885215,-123.26086956521739,383
2020-02-10 18:12:41:143709,77.30921739130436,380
2020-02-10 18:12:41:402146,78.77355652173914,383
2020-02-10 18:12:41:659368,-123.26086956521739,383
2020-02-10 18:12:42:173672,76.18507826086956,382
2020-02-10 18:12:42:433052,79.91741739130434,381
2020-02-10 18:12:42:691623,78.78834782608696,382
2020-02-10 18:12:42:950210,76.90985217391305,381
2020-02-10 18:12:43:208910,77.58039130434783,382
2020-02-10 18:12:43:467496,78.21641739130435,380
2020-02-10 18:12:43:726105,75.82515652173915,381
2020-02-10 18:12:43:985404,75.6328695652174,379
2020-02-10 18:12:44:243838,78.66508695652173,380
2020-02-10 18:12:44:502310,77.53108695652175,379
2020-02-10 18:12:44:760876,79.23208695652174,379
2020-02-10 18:12:48:081294,77.3930347826087,375
2020-02-10 18:12:48:339394,-123.26086956521739,377
2020-02-10 18:12:48:597955,76.57951304347826,378
2020-02-10 18:12:48:856582,77.64941739130434,380
2020-02-10 18:12:49:115283,78.46786956521738,378
2020-02-10 18:12:49:374477,75.44058260869566,378
2020-02-10 18:12:49:633847,76.82110434782608,375
2020-02-10 18:12:49:892329,78.22627826086956,379
2020-02-10 18:12:50:149323,-123.26086956521739,376
2020-02-10 18:12:50:408015,77.9551043478261,375
2020-02-10 18:12:50:666659,78.0192,379
2020-02-10 18:12:50:925996,75.65752173913044,388
2020-02-10 18:12:51:184480,78.02906086956521,398
2020-02-10 18:12:51:443728,76.38229565217391,408
2020-02-10 18:12:51:702219,77.38810434782609,419
2020-02-10 18:12:51:959253,-123.26086956521739,430
